検索キー,医療機関名,正規化住所,郵便番号,電話番号,オンライン予約用ページアドレス,相談センター等からの紹介,自院患者,濃厚接触者,小児,妊婦,区市町村,行政コード,大字,それ以降の住所,ビル名・階数・部屋番号,PCR,抗原定量,抗原定性,鼻咽頭,鼻腔,唾液,その他,月（午前）,月（午後）,火（午前）,火（午後）,水（午前）,水（午後）,木（午前）,木（午後）,金（午前）,金（午後）,土（午前）,土（午後）,日（午前）,日（午後）,対応できる外国語,診療検査日時が祝日の場合,それ以降の住所
医療法人社団紀洋会 むらせ医院秋津町5-4-3,医療法人社団紀洋会 むらせ医院,東京都東村山市秋津町5-4-3,189-0001,042-391-8565,,,1,,,,東村山市,13213,秋津町,5-4-3,,1,1,1,1,1,1,,10:00~12:00,16:00~18:00,10:00~12:00,16:00~18:00,10:00~12:00,16:00~18:00,10:00~12:00,,10:00~12:00,16:00~18:00,10:00~12:00,14:00~16:00,,,,,秋津町5-4-3
医療法人社団平岡会青梅医院仲町241番地,医療法人社団平岡会青梅医院,東京都青梅市仲町241番地,198-0082,0428-22-2043,,,1,,,,青梅市,13205,仲町,241番地,,,,,,,,,,14:00~16:00,,14:00~16:00,,,,14:00~16:00,,14:00~16:00,,,,,,,仲町241番地
きくち耳鼻咽喉科クリニック今寺5-12-3,きくち耳鼻咽喉科クリニック,東京都青梅市今寺5-12-3,198-0021,0428-32-4187,,,1,,,,青梅市,13205,今寺,5-12-3,,,,,,,,,11:00~12:00,18:00~19:00,11:00~12:00,18:00~19:00,11:00~12:00,18:00~19:00,11:00~12:00,,11:00~12:00,18:00~19:00,11:00~12:00,,,,,,今寺5-12-3
医療法人社団 佳成会 東原診療所今寺5-10-46,医療法人社団 佳成会 東原診療所,東京都青梅市今寺5-10-46,198-0021,0428-33-9250,,,1,,,,青梅市,13205,今寺,5-10-46,,,,,,,,,9:00~11:00,15:00~17:00,9:00~11:00,,9:00~11:00,15:00~17:00,,,9:00~11:00,15:00~17:00,9:00~11:00,,,,英語,,今寺5-10-46
沼沢医院子安町4-20-9,沼沢医院,東京都八王子市子安町4-20-9,192-0904,042-622-2369,,,1,,,,八王子市,13201,子安町,4-20-9,,,,,,,,,,15:00~16:00,,15:00~16:00,,15:00~16:00,,,,15:00~16:00,,12:00~13:00,,,,,子安町4-20-9
医療法人社団八誠会赤上消化器内科医院平岡町６－１,医療法人社団八誠会赤上消化器内科医院,東京都八王子市平岡町６－１,192-0061,042-622-0403,,,1,,,,八王子市,13201,平岡町,６－１,,,,,,,,,11:00~13:00,16:00~18:00,11:00~13:00,16:00~18:00,11:00~13:00,16:00~18:00,,,11:00~13:00,16:00~18:00,11:00~13:00,,,,,,平岡町６－１
京王八王子山川クリニック明神町3-21-1,京王八王子山川クリニック,東京都八王子市明神町3-21-1,192-0046,042-660-7887,,,1,,,,八王子市,13201,明神町,3-21-1,,,,,,,,,9:00~12:00,,,,9:00~12:00,,,,9:00~12:00,,,,,,,,明神町3-21-1
中澤耳鼻咽喉科気管食道科医院並木町10-10,中澤耳鼻咽喉科気管食道科医院,東京都八王子市並木町10-10,193-0831,042-663-3311,,,1,,,,八王子市,13201,並木町,10-10,,,,,,,,,,18:00~19:00,12:00~13:00,18:00~19:00,12:00~13:00,18:00~19:00,,,12:00~13:00,18:00~19:00,,13:00~14:00,,,,,並木町10-10
田中医院椚田町249-1,田中医院,東京都八王子市椚田町249-1,193-0942,042-665-0221,,,1,,,,八王子市,13201,椚田町,249-1,,,,,,,,,,,,14:00~15:00,,14:00~15:00,,,,14:00~15:00,,,,,,,椚田町249-1
医療法人財団立川中央病院柴崎町2-17-14,医療法人財団立川中央病院,東京都立川市柴崎町2-17-14,190-0023,042-522-7171,,1,1,1,,,立川市,13202,柴崎町,2-17-14,,1,1,,1,,1,,,14:00~16:00,,14:00~16:00,,14:00~16:00,,14:00~16:00,,14:00~16:00,,14:00~16:00,,,,,柴崎町2-17-14
むさしのアレルギー呼吸器クリニック曙町2-8-30 三上ビル2F,むさしのアレルギー呼吸器クリニック,東京都立川市曙町2-8-30 ,190-0012,042-548-3688,,,1,,,,立川市,13202,曙町,2-8-30 ,三上ビル2F,1,,1,1,1,1,,,13:00~15:00,,13:00~15:00,,13:00~15:00,,,,13:00~15:00,,13:00~15:00,,,英語,,曙町2-8-30 三上ビル2F
医療法人社団絢雄会ミーナ町田ジェイクリニック原町田4-1-17 ミーナ町田4F,医療法人社団絢雄会ミーナ町田ジェイクリニック,東京都町田市原町田4-1-17 ,194-0013,042-732-5120,,,1,,,,町田市,13209,原町田,4-1-17 ,ミーナ町田4F,,,,,,,,10:00~13:00,15:00~18:00,10:00~13:00,15:00~18:00,10:00~13:00,15:00~18:00,,15:00~18:00,10:00~13:00,15:00~18:00,10:00~13:00,,,,,,原町田4-1-17 ミーナ町田4F
医療法人社団慶泉会 町田慶泉病院南町田2-1-47,医療法人社団慶泉会 町田慶泉病院,東京都町田市南町田2-1-47,194-0005,042-795-1668,,1,1,,,,町田市,13209,南町田,2-1-47,,1,,1,1,,,,,12:00~16:00,,12:00~16:00,,12:00~13:00,,12:00~16:00,,12:00~16:00,,,,,,,南町田2-1-47
吉祥寺榊原クリニック吉祥寺南町1-8-6,吉祥寺榊原クリニック,東京都武蔵野市吉祥寺南町1-8-6,180-0003,0422-48-6311,,,1,,,,武蔵野市,13203,吉祥寺南町,1-8-6,,,,,,,,,9:00~12:00,14:00~16:00,9:00~12:00,14:00~16:00,9:00~12:00,14:00~16:00,9:00~12:00,14:00~16:00,9:00~12:00,14:00~16:00,9:00~12:00,,,,,,吉祥寺南町1-8-6
吉祥寺中医クリニック吉祥寺本町1－13－6 古谷ビル5F,吉祥寺中医クリニック,東京都武蔵野市吉祥寺本町1－13－6 ,180-0004,0422-20-4110,,,1,,,,武蔵野市,13203,吉祥寺本町,1－13－6 ,古谷ビル5F,,,,,,,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,,,,,英語,,吉祥寺本町1－13－6 古谷ビル5F
角田整形外科クリニック境南町5-3-16,角田整形外科クリニック,東京都武蔵野市境南町5-3-16,180-0023,0422-32-1110,,,1,,,,武蔵野市,13203,境南町,5-3-16,,,,,,,,,,15:00~19:00,,,,15:00~19:00,,,,15:00~19:00,,,,,,,境南町5-3-16
医療法人啓仁会 吉祥寺南病院吉祥寺南町3-14-4,医療法人啓仁会 吉祥寺南病院,東京都武蔵野市吉祥寺南町3-14-4,180-0003,0422-45-2161,,,1,,,,武蔵野市,13203,吉祥寺南町,3-14-4,,1,,1,,1,1,,11:00~12:00,,11:00~12:00,15:00~16:00,11:00~12:00,,11:00~12:00,15:00~16:00,11:00~12:00,,11:00~12:00,15:00~16:00,,,,,吉祥寺南町3-14-4
医療法人社団清光会柴山内科医院南平5-1-21,医療法人社団清光会柴山内科医院,東京都日野市南平5-1-21,191-0041,042-594-3688,,,1,,,,日野市,13212,南平,5-1-21,,,,,,,,,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,,,11:00~12:00,17:00~18:00,11:00~12:00,,,,日本語のみ,,南平5-1-21
原脳神経外科クリニック多摩平1-3-14-1F,原脳神経外科クリニック,東京都日野市多摩平1-3-14-1F,191-0062,042-514-8550,,,1,,,,日野市,13212,多摩平,1-3-14-1F,,,,,,,,,9:00~12:00,15:00~17:00,9:00~12:00,15:00~17:00,9:00~12:00,15:00~17:00,,,9:00~12:00,15:00~17:00,9:00~12:00,,,,,,多摩平1-3-14-1F
本田医院牟礼1-12-10,本田医院,東京都三鷹市牟礼1-12-10,181-0002,0422-43-8310,,,1,,,,三鷹市,13204,牟礼,1-12-10,,1,,,,,1,,11:00~12:00,17:00~18:00,11:00~12:00,17:00~18:00,,17:00~18:00,11:00~12:00,,11:00~12:00,17:00~18:00,11:00~12:00,,,,,,牟礼1-12-10
たきがわクリニック下連雀４－２０－１５新生ハイツ１階,たきがわクリニック,東京都三鷹市下連雀４－２０－１５新生ハイツ１階,181-0013,0422-41-7777,,,1,,,,三鷹市,13204,下連雀,４－２０－１５新生ハイツ１階,,1,,,,,1,,11:00~12:00,16:00~17:00,11:00~12:00,16:00~17:00,,,11:00~12:00,16:00~17:00,11:00~12:00,16:00~17:00,11:00~12:00,,,,,,下連雀４－２０－１５新生ハイツ１階
医療法人社団 想真会 さくらクリニック下連雀5-3-5サンシティ吉祥寺1階,医療法人社団 想真会 さくらクリニック,東京都三鷹市下連雀5-3-5サンシティ吉祥寺1階,181-0013,0422-26-5921,,,1,,,,三鷹市,13204,下連雀,5-3-5サンシティ吉祥寺1階,,,,,,,,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,12:00~13:00,,,,,,,,下連雀5-3-5サンシティ吉祥寺1階
医療法人社団 O・M・S むさし野さいとうクリニック下連雀3-43-19 グローリオ三鷹101,医療法人社団 O・M・S むさし野さいとうクリニック,東京都三鷹市下連雀3-43-19 ,181-0013,0422-70-1071,,,1,,,,三鷹市,13204,下連雀,3-43-19 ,グローリオ三鷹101,,,,,,,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~16:00,,,,,下連雀3-43-19 グローリオ三鷹101
野本医院是政1－５,野本医院,東京都府中市是政1－５,183-0014,042-363-2736,,,1,,,,府中市,13206,是政,1－５,,,,,,,,,10:00~12:00,17:00~18:00,10:00~12:00,17:00~18:00,,,10:00~12:00,17:00~18:00,10:00~12:00,17:00~18:00,10:00~12:00,,,,なし,,是政1－５
もとじ内科クリニック宮町1-22-6のぞみビル３階,もとじ内科クリニック,東京都府中市宮町1-22-6のぞみビル３階,183-0023,042-352-6350,,,1,,,,府中市,13206,宮町,1-22-6のぞみビル３階,,,,,,,,,12:00~13:00,18:00~19:00,12:00~13:00,,,,12:00~13:00,18:00~19:00,12:00~13:00,,12:00~13:00,,,,,,宮町1-22-6のぞみビル３階
大田医院中神町1237,大田医院,東京都昭島市中神町1237,196-0022,042-541-0311,,,1,,,,昭島市,13207,中神町,1237,,,,,,,,,,0:00~13:00,,0:00~13:00,,0:00~13:00,,0:00~13:00,,0:00~13:00,,0:00~13:00,,,,,中神町1237
小金井橋さくらクリニック桜町1-15-11,小金井橋さくらクリニック,東京都小金井市桜町1-15-11,184-0005,042-382-5101,,,1,,,,小金井市,13210,桜町,1-15-11,,,,,,,,,11:00~12:00,13:00~13:00,11:00~12:00,16:00~17:00,11:00~12:00,13:00~13:00,11:00~12:00,13:00~13:00,11:00~12:00,16:00~17:00,9:00~9:00,12:00~12:00,9:00~9:00,12:00~12:00,,,桜町1-15-11
医療法人社団翔和仁誠会 小金井わかば耳鼻咽喉科本町6-2-30 SOCOLA武蔵小金井クロス2階,医療法人社団翔和仁誠会 小金井わかば耳鼻咽喉科,東京都小金井市本町6-2-30 ,184-0004,042-401-1187,,,1,,,,小金井市,13210,本町,6-2-30 ,SOCOLA武蔵小金井クロス2階,,,,,,,,9:00~12:00,,9:00~12:00,,9:00~12:00,,,,9:00~12:00,,9:00~12:00,,,,,,本町6-2-30 SOCOLA武蔵小金井クロス2階
医療法人社団雪友会 くわの胃腸科内科染地３－１－１メディカルガーデン１階Ｃ号室,医療法人社団雪友会 くわの胃腸科内科,東京都調布市染地３－１－１メディカルガーデン１階Ｃ号室,182-0023,042-489-1212,,,1,,,,調布市,13208,染地,３－１－１メディカルガーデン１階Ｃ号室,,,,,,,,,12:00~13:00,15:00~16:00,12:00~13:00,15:00~16:00,12:00~13:00,15:00~16:00,,,12:00~13:00,15:00~16:00,12:00~13:00,,,,,,染地３－１－１メディカルガーデン１階Ｃ号室
須藤クリニック国領町5-28-8 メゾン・プチ・フォーレ1F,須藤クリニック,東京都調布市国領町5-28-8 ,182-0022,042-498-1151,,,1,,,,調布市,13208,国領町,5-28-8 ,メゾン・プチ・フォーレ1F,,,,,,,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,,,,,,,国領町5-28-8 メゾン・プチ・フォーレ1F
ふしや内科・消化器内科クリニック調布ヶ丘3-19-12 桑田ビル2階,ふしや内科・消化器内科クリニック,東京都調布市調布ヶ丘3-19-12 ,182-0021,042-485-0248,,,1,,,,調布市,13208,調布ヶ丘,3-19-12 ,桑田ビル2階,,,,,,,,9:00~13:00,15:00~18:00,9:00~13:00,15:00~18:00,9:00~13:00,15:00~18:00,,,9:00~13:00,15:00~18:00,9:00~13:00,15:00~18:00,,,,,調布ヶ丘3-19-12 桑田ビル2階
特定医療法人社団研精会 東京さつきホスピタル東つつじが丘二丁目27-1,特定医療法人社団研精会 東京さつきホスピタル,東京都調布市東つつじが丘二丁目27-1,182-0005,03-3308-8281,,,1,,,,調布市,13208,東つつじが丘二丁目,27-1,,,,,,,,,9:00~12:00,14:00~16:00,9:00~12:00,14:00~16:00,9:00~12:00,14:00~16:00,9:00~12:00,14:00~16:00,9:00~12:00,14:00~16:00,10:00~12:00,,,,,,東つつじが丘二丁目27-1
水口内科皮フ科西野川4-40-4,水口内科皮フ科,東京都狛江市西野川4-40-4,201-0001,03-3480-5520,,,1,,,,狛江市,13219,西野川,4-40-4,,,,,,,,,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,,,,,,西野川4-40-4
細矢耳鼻咽喉科東和泉1-19-4,細矢耳鼻咽喉科,東京都狛江市東和泉1-19-4,201-0014,03-3480-3351,,,1,,,,狛江市,13219,東和泉,1-19-4,,,,,,,,,,13:00~14:00,,13:00~14:00,,13:00~14:00,,,,13:00~14:00,,,,,,,東和泉1-19-4
藤川医院和泉本町2-16-5,藤川医院,東京都狛江市和泉本町2-16-5,201-0003,03-3489-3859,,,1,,,,狛江市,13219,和泉本町,2-16-5,,,,,,,,,,12:00~13:00,,12:00~13:00,,12:00~13:00,,,,12:00~13:00,,,,,,,和泉本町2-16-5
近藤医院東野川1-13-7,近藤医院,東京都狛江市東野川1-13-7,201-0002,03-3489-1035,,,1,,,,狛江市,13219,東野川,1-13-7,,,,,,,,,,0:00~13:00,,0:00~13:00,,,,0:00~13:00,,0:00~13:00,,0:00~13:00,,,,,東野川1-13-7
医療法人社団石山医院南街1-32-4,医療法人社団石山医院,東京都東大和市南街1-32-4,207-0014,042-590-5688,,,1,,,,東大和市,13220,南街,1-32-4,,,,1,1,,,,9:00~10:00,16:00~17:00,9:00~10:00,16:00~17:00,,,,,9:00~10:00,16:00~17:00,,,,,,,南街1-32-4
東大和ホームケアクリニック南街2-49-3,東大和ホームケアクリニック,東京都東大和市南街2-49-3,207-0014,042-562-5738,,,1,,,,東大和市,13220,南街,2-49-3,,1,1,1,,1,1,,,13:00~14:00,,13:00~14:00,,13:00~14:00,,13:00~14:00,,13:00~14:00,,,,,,,南街2-49-3
医療法人 社団 健剛会 おぜきクリニック大南2丁目39番地2号フラット大南1号館,医療法人 社団 健剛会 おぜきクリニック,東京都武蔵村山市大南2丁目39番地2号フラット大南1号館,208-0013,042-563-7001,,1,1,,,,武蔵村山市,13223,大南,2丁目39番地2号フラット大南1号館,,1,,1,1,1,1,,12:00~13:00,18:00~19:00,12:00~13:00,18:00~19:00,12:00~13:00,18:00~19:00,,,12:00~13:00,18:00~19:00,12:00~13:00,,,,,,大南2丁目39番地2号フラット大南1号館
医療法人社団浩全会深谷内科落合4-9-3,医療法人社団浩全会深谷内科,東京都多摩市落合4-9-3,206-0033,042-372-3311,,,1,,,,多摩市,13224,落合,4-9-3,,,,,,,,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,,,,,,落合4-9-3
医療法人社団池谷医院秋川１－３－７,医療法人社団池谷医院,東京都あきる野市秋川１－３－７,197-0804,042-550-0005,,,1,,,,あきる野市,13228,秋川,１－３－７,,,,,,,,,12:00~13:00,17:00~18:00,12:00~13:00,17:00~18:00,12:00~13:00,17:00~18:00,,,12:00~13:00,17:00~18:00,12:00~14:00,,,,,,秋川１－３－７
はるクリニック谷戸町3-23-1 Kフラット１階,はるクリニック,東京都西東京市谷戸町3-23-1 ,188-0001,042-425-1178,,,1,,,,西東京市,13229,谷戸町,3-23-1 ,Kフラット１階,,,,,,,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,,,9:00~12:00,15:00~18:00,9:00~12:00,,,,英語,,谷戸町3-23-1 Kフラット１階
医療法人 荏原会 荏原医院用賀4丁目13番11号， 荏原医院,医療法人 荏原会 荏原医院,東京都世田谷区用賀4丁目13番11号， ,158-0097,03-3700-0135,,,1,,,,世田谷区,13112,用賀,4丁目13番11号， ,荏原医院,,,,,,,,,,,23:00~12:00,,,,,11:00~12:00,,,,,,,,用賀4丁目13番11号， 荏原医院
城田クリニック鎌田3-2-24イルヴェルデ1F,城田クリニック,東京都世田谷区鎌田3-2-24イルヴェルデ1F,157-0077,03-3708-8818,,,1,,,,世田谷区,13112,鎌田,3-2-24イルヴェルデ1F,,,,,,,,,,14:00~16:00,,14:00~16:00,,,,14:00~16:00,,14:00~16:00,,14:00~16:00,,,,,鎌田3-2-24イルヴェルデ1F
加藤医院梅丘1-57-11,加藤医院,東京都世田谷区梅丘1-57-11,154-0022,03-3420-4863,,,1,,,,世田谷区,13112,梅丘,1-57-11,,,,,,,,,,13:00~15:00,,13:00~15:00,,,,,,13:00~15:00,,,,,,,梅丘1-57-11
医療法人社団檜会 大槻クリニック船橋7-1-3,医療法人社団檜会 大槻クリニック,東京都世田谷区船橋7-1-3,156-0055,03-3484-0341,,,1,,,,世田谷区,13112,船橋,7-1-3,,,,,,,,,12:00~13:00,18:00~19:00,12:00~13:00,18:00~19:00,12:00~13:00,18:00~19:00,,15:00~15:00,12:00~13:00,18:00~19:00,13:00~14:00,15:00~15:00,,15:00~15:00,,,船橋7-1-3
内科小久保医院世田谷4丁目20-11ステイジア世田谷101,内科小久保医院,東京都世田谷区世田谷4丁目20-11ステイジア世田谷101,154-0017,03-5426-3183,,,1,,,,世田谷区,13112,世田谷,4丁目20-11ステイジア世田谷101,,,,,,,,,12:00~13:00,18:00~19:00,12:00~13:00,18:00~19:00,12:00~13:00,,12:00~13:00,18:00~19:00,12:00~13:00,18:00~19:00,12:00~13:00,,,,,,世田谷4丁目20-11ステイジア世田谷101
医療法人社団高明会 岩崎内科クリニック三軒茶屋２－５６－７,医療法人社団高明会 岩崎内科クリニック,東京都世田谷区三軒茶屋２－５６－７,154-0024,03-3419-1085,,1,1,,,,世田谷区,13112,三軒茶屋,２－５６－７,,,,,,,,,11:00~12:00,,11:00~12:00,,11:00~12:00,,,,11:00~12:00,,11:00~12:00,,,,英語,,三軒茶屋２－５６－７
医療法人社団 砧クリニック砧8-8-20 吉浦ビルII 2階,医療法人社団 砧クリニック,東京都世田谷区砧8-8-20 ,157-0073,03-3416-6013,,1,1,,,,世田谷区,13112,砧,8-8-20 ,吉浦ビルII 2階,,,,,,,,,,,16:00~17:00,,,,,,16:00~17:00,,,,,英語,,砧8-8-20 吉浦ビルII 2階
松尾内科クリニック用賀2-10-14 フォレスト446  1F,松尾内科クリニック,東京都世田谷区用賀2-10-14 ,154-0014,03-5717-7272,,,1,,,,世田谷区,13112,用賀,2-10-14 ,フォレスト446  1F,1,,1,1,1,1,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,,,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,9:00~12:00,,,,,,用賀2-10-14 フォレスト446  1F
上北沢クリニック上北沢4-11-8,上北沢クリニック,東京都世田谷区上北沢4-11-8,156-0057,03-3306-2331,,,1,,,,世田谷区,13112,上北沢,4-11-8,,,,,,,,,11:00~12:00,15:00~16:00,11:00~12:00,15:00~16:00,11:00~12:00,15:00~16:00,,,11:00~12:00,15:00~16:00,11:00~12:00,,,,,,上北沢4-11-8
医療法人社団修勇会 田﨑胃腸科内科深沢6-2-17-1F,医療法人社団修勇会 田﨑胃腸科内科,東京都世田谷区深沢6-2-17-1F,158-0081,03-3703-4133,,,1,,,,世田谷区,13112,深沢,6-2-17-1F,,,,,,,,,,16:00~18:00,,16:00~18:00,,,,16:00~18:00,,16:00~18:00,,,,,,,深沢6-2-17-1F
六然会 臼井内科桜 1-65-8 エンブレム経堂1F,六然会 臼井内科,東京都世田谷区桜 ,156-0053,03-5426-8811,,1,1,,,,世田谷区,13112,桜 ,,1-65-8 エンブレム経堂1F,,,,,,,,9:00~12:00,15:00~16:00,9:00~12:00,15:00~18:00,9:00~12:00,15:00~18:00,,,9:00~12:00,15:00~18:00,9:00~12:00,14:00~16:00,,,,,桜 1-65-8 エンブレム経堂1F
尾山台ゆあさ内科クリニック等々力5-5-12尾山台萬八ビル２階,尾山台ゆあさ内科クリニック,東京都世田谷区等々力5-5-12尾山台萬八ビル２階,158-0082,03-3704-1024,,,1,,,,世田谷区,13112,等々力,5-5-12尾山台萬八ビル２階,,,,,,,,,9:00~12:00,14:00~18:00,9:00~12:00,14:00~18:00,,,9:00~12:00,14:00~18:00,9:00~12:00,14:00~18:00,9:00~12:00,,,,,,等々力5-5-12尾山台萬八ビル２階
世田谷記念病院野毛2-30-10,世田谷記念病院,東京都世田谷区野毛2-30-10,158-0092,03-3703-5100,,,1,,,,世田谷区,13112,野毛,2-30-10,,1,,1,1,,,,,,,,9:00~12:00,,,,,,9:00~12:00,,,,,,野毛2-30-10
医療法人社団 明喜会 みはら耳鼻咽喉科・アレルギー科大森東1-6-8 宮坂ビル2F,医療法人社団 明喜会 みはら耳鼻咽喉科・アレルギー科,東京都大田区大森東1-6-8 ,143-0012,03-5753-0556,,,1,,,,大田区,13111,大森東,1-6-8 ,宮坂ビル2F,,,,,,,,11:00~12:00,15:00~16:00,11:00~12:00,15:00~16:00,,,11:00~12:00,15:00~16:00,11:00~12:00,15:00~16:00,12:00~14:00,,,,,,大森東1-6-8 宮坂ビル2F
大岡あおぞら整形外科北千束1-44-1 3F,大岡あおぞら整形外科,東京都大田区北千束1-44-1 ,145-0062,03-5701-3662,,,1,,,,大田区,13111,北千束,1-44-1 ,3F,,,,,,,,,13:00~14:00,,13:00~14:00,,13:00~14:00,,,,13:00~14:00,,,,,英語,,北千束1-44-1 3F
医療法人社団慈望会植松医院高田馬場1-32-14UKﾋﾞﾙ2階,医療法人社団慈望会植松医院,東京都新宿区高田馬場1-32-14UKﾋﾞﾙ2階,169-0075,03-3209-5608,,1,1,,,,新宿区,13104,高田馬場,1-32-14UKﾋﾞﾙ2階,,1,,,,,1,,12:00~13:00,16:00~17:00,12:00~13:00,16:00~17:00,,,12:00~13:00,16:00~17:00,12:00~13:00,16:00~17:00,12:00~13:00,,,,,,高田馬場1-32-14UKﾋﾞﾙ2階
医療法人社団慶潤会 新都心十二社クリニック西新宿五丁目５番１-２０３号 ザ・パークハウス西新宿タワー６０,医療法人社団慶潤会 新都心十二社クリニック,東京都新宿区西新宿五丁目５番１-２０３号 ,160-0023,03-3377-3033,,,1,,,,新宿区,13104,西新宿五丁目,５番１-２０３号 ,ザ・パークハウス西新宿タワー６０,1,,,,,1,,9:00~12:00,16:00~20:00,9:00~12:00,18:00~20:00,9:00~12:00,16:00~20:00,9:00~12:00,18:00~20:00,9:00~12:00,16:00~20:00,9:00~12:00,,,,,,西新宿五丁目５番１-２０３号 ザ・パークハウス西新宿タワー６０
医療法人社団黎明会 新宿東メトロクリニック新宿7-26-48 1階,医療法人社団黎明会 新宿東メトロクリニック,東京都新宿区新宿7-26-48 ,160-0022,03-6205-6176,,,1,,,,新宿区,13104,新宿,7-26-48 ,1階,1,,1,1,1,1,,11:00~12:00,16:00~17:00,11:00~12:00,16:00~17:00,11:00~12:00,16:00~17:00,11:00~12:00,16:00~17:00,11:00~12:00,16:00~17:00,,,,,,,新宿7-26-48 1階
めぐみ糖尿病内科クリニック新橋2-9-16 新橋萬楽庵ビル2階,めぐみ糖尿病内科クリニック,東京都港区新橋2-9-16 ,105-0004,03-6550-8508,,,1,,,,港区,13103,新橋,2-9-16 ,新橋萬楽庵ビル2階,,,,,,,,,16:00~18:00,,,,16:00~18:00,,16:00~18:00,,16:00~18:00,,,,,,,新橋2-9-16 新橋萬楽庵ビル2階
ダリア銀座スキンクリニック新橋 1-5-5グランベル銀座2ビル 4F,ダリア銀座スキンクリニック,東京都港区新橋 ,105-0004,03-6228-5426,,,1,,,,港区,13103,新橋 ,,1-5-5グランベル銀座2ビル 4F,,,,,,,,9:00~12:00,13:00~19:00,9:00~12:00,13:00~19:00,1:00~12:00,13:00~19:00,9:00~12:00,13:00~19:00,9:00~12:00,14:00~19:00,9:00~12:00,13:00~19:00,9:00~12:00,13:00~19:00,日本,,新橋 1-5-5グランベル銀座2ビル 4F
